DEPINS,BKCLASS,SCMTGBK,REPDTE,DEPDOM,ASSET,DEP,NAME,SC,DEPUNINS,SCUST,CHBAL,CERT,LNLSNET,BRO,ID,INSFDIC,INSDIF,cash_ratio,treasury_ratio,size_bin
721394,N,159833.0,20241231,997934,1109896,997934,CONSUMERS NATIONAL BANK,275410,277208,2879,20387,19482,755669,516.0,19482_20241231,1,1,0.02042920674112717,0.023314167069164896,1-10bn
881922,N,0.0,20241231,1166861,1328488,1166861,FIRST NB OF TENNESSEE,509006,289317,397159,87826,19502,708284,0.0,19502_20241231,1,1,0.07526689125782762,0.41563219612276014,1-10bn
1131876,NM,40167.0,20241231,1476648,1708754,1476648,BANK OF SPRINGFIELD,97135,345981,6947,88659,19506,1445593,82961.0,19506_20241231,1,1,0.060040713832951384,0.0647452879765523,1-10bn
711336,NM,21251.0,20241231,922488,1045716,922488,ROYAL BANKS OF MISSOURI,64824,212658,24777,121529,19512,758564,0.0,19512_20241231,1,1,0.1317404670846667,0.15859935305391507,1-10bn
421114,SI,66110.0,20241231,530211,628308,530211,MT MCKINLEY BANK,297671,110444,30625,31836,19525,247518,0.0,19525_20241231,1,1,0.06004402021082173,0.11780404405038748,<1bn
1912002,SI,156809.0,20241231,2305045,2607826,2305045,MACHIAS SAVINGS BANK,254167,395265,41908,120030,19531,2136837,542392.0,19531_20241231,1,1,0.0520727361071042,0.07025372606608547,1-10bn
538614,SI,130651.0,20241231,726139,841355,726139,SKOWHEGAN SAVINGS BANK,166105,188573,6873,28477,19532,604580,0.0,19532_20241231,1,1,0.03921700941555267,0.048682139370010424,<1bn
175266,NM,3451.0,20241231,234348,263425,234348,PIONEER BANK,47441,60175,3294,16918,19540,189784,1012.0,19540_20241231,1,1,0.0721917831600867,0.0862478024135047,<1bn
191977,NM,30860.0,20241231,234472,256994,234472,MADISON VALLEY BANK,113799,43248,0,6663,19544,129130,0.0,19544_20241231,1,1,0.028417039134736772,0.028417039134736772,<1bn
1095633,NM,27368.0,20241231,2027846,2545401,2027846,TEXASBANK,78077,937959,2487,614622,19559,1792224,46662.0,19559_20241231,1,1,0.3030910631280679,0.30431748761986854,1-10bn
1176208,NM,45434.0,20241231,2285485,2700724,2285485,LAKESIDE BANK,228013,1113049,100764,265847,19573,2071625,157471.0,19573_20241231,1,1,0.11631973082299818,0.1604084034679729,1-10bn
10048317,NM,37185.0,20241231,12732444,14533697,12732444,BELL BANK,216295,2716834,79871,1611663,19581,11868668,2041314.0,19581_20241231,1,1,0.12657923333493554,0.13285226308476206,10-100bn
73615,NM,6697.0,20241231,89533,101451,89533,NORTHERN STB OF VIRGINIA,18489,16172,5307,7634,19589,69906,0.0,19589_20241231,1,1,0.085264651022528,0.14453888510381646,<1bn
225134,NM,23299.0,20241231,305932,330364,305932,ALTAMAHA BANK&TRUST CO,63144,81291,0,29575,19590,220660,159.0,19590_20241231,1,1,0.09667180942170156,0.09667180942170156,<1bn
74077,NM,25021.0,20241231,92962,105714,92962,COMMERCIAL BANK,51147,19144,0,8272,19595,42957,0.0,19595_20241231,1,1,0.08898259503883307,0.08898259503883307,<1bn
1727299,N,298008.0,20241231,2394313,2925032,2394313,ACADEMY BANK NATIONAL ASSN,316681,676273,0,201237,19600,2279510,42005.0,19600_20241231,1,1,0.0840479085232382,0.0840479085232382,1-10bn
538098,N,177377.0,20241231,880773,958639,880773,HOMETOWN BANK NATIONAL ASSN,293465,343360,0,55672,19603,579859,0.0,19603_20241231,1,1,0.06320811378187115,0.06320811378187115,<1bn
758842,NM,133700.0,20241231,1175553,1464916,1175553,PARK BANK,144601,417466,9113,24474,19608,1242810,22107.0,19608_20241231,1,1,0.02081913788659465,0.028571234134062862,1-10bn
3869291,NM,1597935.0,20241231,6386097,9257828,6386097,INTERNATIONAL BK OF COM,1754801,2530999,0,269065,19629,6320245,0.0,19629_20241231,1,1,0.042132933464681166,0.042132933464681166,1-10bn
266977,NM,0.0,20241231,359438,423402,359438,GUARANTY B&T CO OF DELHI LA,13634,94972,4991,81810,19638,318798,0.0,19638_20241231,1,1,0.22760531718961266,0.24149088298955593,<1bn
304098,SM,114159.0,20241231,510711,543001,510711,FIDELITY BANK,261727,207061,1804,5197,19644,246225,0.0,19644_20241231,1,1,0.010176009523977358,0.013708339941767457,<1bn
199628,NM,5772.0,20241231,236577,273530,236577,CITIZENS BANK OF WESTON,58422,37970,0,6533,19674,204269,1000.0,19674_20241231,1,1,0.02761468781834244,0.02761468781834244,<1bn
222367,NM,3286.0,20241231,286972,328265,286972,CITIZENS BANK OF ADA,107139,64726,29616,28644,19679,173373,17702.0,19679_20241231,1,1,0.09981461606010343,0.20301632214989615,<1bn
44137,NM,3332.0,20241231,56851,65356,56851,SECURITY STATE BANK,9191,12742,0,14784,19680,37779,3000.0,19680_20241231,1,1,0.2600481961618969,0.2600481961618969,<1bn
221171,NM,27037.0,20241231,235516,319316,235516,COMMUNITY BK OF PARKERSBURG,28748,14920,0,7863,19681,272981,13000.0,19681_20241231,1,1,0.03338626675045432,0.03338626675045432,<1bn
94905,NM,4754.0,20241231,127959,151275,127959,GARDEN PLAIN STATE BANK,59082,33408,456,22148,19687,53466,0.0,19687_20241231,1,1,0.1730866918309771,0.17665033330988833,<1bn
130031,NM,10098.0,20241231,155750,175974,155750,STATE BANK OF WHITTINGTON,43000,25815,744,9831,19689,111061,4063.0,19689_20241231,1,1,0.06312038523274478,0.06789727126805778,<1bn
3045560,NM,1718.0,20241231,3178140,4083054,3178140,NORTHEAST BANK,32898,141911,17888,364870,19690,3581247,1533717.0,19690_20241231,1,1,0.11480614447444103,0.12043459381902623,1-10bn
199893,NM,21818.0,20241231,259364,297199,259364,VALUEBANK TEXAS,57160,59889,5963,61874,19700,159791,0.0,19700_20241231,1,1,0.2385604787094585,0.26155133326136243,<1bn
410229,NM,26785.0,20241231,573214,726192,573214,FIRST CENTRAL STATE BANK,235600,164652,41463,17512,19716,442576,0.0,19716_20241231,1,1,0.03055054482270147,0.10288478648462877,<1bn
112718,NM,7695.0,20241231,131462,150249,131462,FARMERS STATE BANK,18315,19119,0,10742,19720,118726,2000.0,19720_20241231,1,1,0.08171182547047816,0.08171182547047816,<1bn
186247,SM,36535.0,20241231,308265,354389,308265,FIRST WESTROADS BANK INC,101220,122280,50654,14377,19742,233270,236.0,19742_20241231,1,1,0.046638444195740675,0.2109581042285047,<1bn
107402,NM,39100.0,20241231,141395,156907,141395,CITIZENS B&T CO OF VIVIAN LA,70308,34067,0,6349,19744,68414,0.0,19744_20241231,1,1,0.04490257788464939,0.04490257788464939,<1bn
106760,NM,8816.0,20241231,139267,176102,139267,SOUTH LAFOURCHE B&T CO,24868,33240,0,3644,19755,126285,0.0,19755_20241231,1,1,0.026165566860778217,0.026165566860778217,<1bn
1292419,NM,161053.0,20241231,1743164,2004363,1743164,INCREDIBLEBANK,337648,454212,6752,54776,19772,1471861,109707.0,19772_20241231,1,1,0.03142331989416945,0.035296736279546846,1-10bn
717268,SM,128255.0,20241231,995010,1098041,995010,PEOPLES BANK,262990,279538,39313,29130,19788,703856,0.0,19788_20241231,1,1,0.02927608767751078,0.06878624335433815,1-10bn
419687,NM,76328.0,20241231,542545,658153,542545,ABBYBANK,144314,123987,8075,49248,19795,424989,5310.0,19795_20241231,1,1,0.09077219401155665,0.10565575205743302,<1bn
52024,NM,20267.0,20241231,56726,65625,56726,MIDLAND COMMUNITY BANK,20267,4837,0,365,19796,43150,0.0,19796_20241231,1,1,0.006434439234213588,0.006434439234213588,<1bn
99549,NM,11372.0,20241231,182131,206204,182131,PLAQUEMINE BANK&TRUST CO,90088,84456,57114,24405,19800,84993,0.0,19800_20241231,1,1,0.1339969582333595,0.44758443098648776,<1bn
73483,NM,0.0,20241231,86656,121114,86656,HERSHEY BANK,6011,13539,1517,8088,19809,100839,7967.0,19809_20241231,1,1,0.09333456425406204,0.11084056499261448,<1bn
31356,N,745.0,20241231,52826,60798,52826,SOUTHEAST FIRST NB,28039,21597,3475,14022,19819,17245,1056.0,19819_20241231,1,1,0.2654374739711506,0.3312194752583955,<1bn
386285,N,0.0,20241231,601621,700401,601621,PIONEER TRUST BANK NA,79141,215633,49433,92844,19827,523335,0.0,19827_20241231,1,1,0.1543230705045203,0.23648941775636156,<1bn
435192,SM,40502.0,20241231,546072,725956,546072,FRANKLIN SAVINGS BANK,47413,111533,2989,19274,19836,616812,11909.0,19836_20241231,1,1,0.035295711920772355,0.040769349096822394,<1bn
767877,NM,99416.0,20241231,953611,1302261,953611,WEST GATE BANK,213773,187239,0,40689,19850,917498,29102.0,19850_20241231,1,1,0.04266834170327314,0.04266834170327314,1-10bn
1537537,NM,13034.0,20241231,2043620,2481584,2043620,KS STATEBANK,416560,510469,10480,37651,19899,1974168,123542.0,19899_20241231,1,1,0.018423679549035534,0.023551834489777945,1-10bn
232939,NM,43185.0,20241231,400883,429607,400883,CENTINEL BANK OF TAOS,185148,168651,32622,95891,19904,137198,0.0,19904_20241231,1,1,0.23919946717620852,0.3205748310604341,<1bn
6435931,NM,2098117.0,20241231,12074083,13856139,12074083,ISRAEL DISCOUNT BANK OF NY,2386003,5860193,0,1393133,19977,9237748,3845917.0,19977_20241231,1,1,0.11538209568378816,0.11538209568378816,10-100bn
177764,N,647.0,20241231,259207,282542,259207,PENNSVILLE NATIONAL BANK,122807,81448,54049,49764,19978,102614,0.0,19978_20241231,1,1,0.19198555594563418,0.4005023012495805,<1bn
223267,NM,0.0,20241231,775432,903519,775432,BESSEMER TRUST CO,216159,575946,167094,406198,20015,265998,0.0,20015_20241231,1,1,0.5238344561483147,0.7393195019034551,<1bn
91610,N,669.0,20241231,115672,131189,115672,EASTERN NATIONAL BANK,960,24062,0,32423,20026,93094,0.0,20026_20241231,1,1,0.28030119648661733,0.28030119648661733,<1bn
489590,NM,67242.0,20241231,531196,595416,531196,ALL AMERICA BANK,75859,42281,0,14177,20093,485404,0.0,20093_20241231,1,1,0.026688830488181388,0.026688830488181388,<1bn
2720954,NM,405.0,20241231,2728331,4430627,2728331,TEXAS EXCHANGE BANK,660656,10644,123439,1126600,20099,1167500,2607016.0,20099_20241231,1,1,0.4129264374447235,0.458169848159919,1-10bn
254463,NM,27980.0,20241231,339139,387505,339139,TOWER COMMUNITY BANK,34646,85521,1982,30088,20100,295583,15036.0,20100_20241231,1,1,0.08871878492299617,0.09456299629355515,<1bn
537700,NM,2947.0,20241231,714729,1128607,714729,BANKFIRST,326274,179832,0,12744,20130,718783,51102.0,20130_20241231,1,1,0.017830534370369747,0.017830534370369747,1-10bn
528901,NM,155027.0,20241231,836029,993133,836029,KIRKPATRICK BANK,231320,307928,0,22582,20156,716692,10000.0,20156_20241231,1,1,0.02701102473718017,0.02701102473718017,<1bn
548088,NM,0.0,20241231,938683,1046091,938683,CITIZENS BANK OF LAS CRUCES,253916,391126,142350,58807,20161,697094,0.0,20161_20241231,1,1,0.06264841272293202,0.21429705235952926,1-10bn
81704,NM,7212.0,20241231,93787,105290,93787,ASCENT BANK,11648,12182,874,10727,20162,78125,0.0,20162_20241231,1,1,0.11437619286255024,0.12369518163498139,<1bn
1376278,NM,76618.0,20241231,2843931,3491626,2843931,SUNWEST BANK,391472,1468053,300051,116909,20164,2791081,98369.0,20164_20241231,1,1,0.041108240671099264,0.146613964966098,1-10bn
276959,NM,43100.0,20241231,491821,644122,491821,FIRST INDEPENDENCE BANK,106549,215450,9262,15158,20179,378127,86601.0,20179_20241231,1,1,0.030820156113708037,0.04965221086533515,<1bn
389092,NM,48425.0,20241231,504740,574333,504740,SOUTH GEORGIA BANKING CO,107382,116025,0,77181,20198,324162,0.0,20198_20241231,1,1,0.15291239053770259,0.15291239053770259,<1bn
156716,NM,11384.0,20241231,201194,225617,201194,BCBANK INC,31269,44689,0,9466,20215,172361,20193.0,20215_20241231,1,1,0.04704911677286599,0.04704911677286599,<1bn
1768125,NM,304421.0,20241231,2357396,2681387,2357396,PINNACLE BANK,627374,589494,238986,161251,20231,1699114,1759.0,20231_20241231,1,1,0.06840216917310456,0.16977928188560598,1-10bn
11246243,N,6054179.0,20241231,20859402,26506696,20859402,CITY NB OF FLORIDA,6456971,9664208,98688,416657,20234,18198102,2783825.0,20234_20241231,1,1,0.019974541935574183,0.024705645924077785,10-100bn
112938,SM,42363.0,20241231,130153,132220,130153,BANK OF CADIZ&TRUST CO,52369,17450,0,4507,20239,67802,0.0,20239_20241231,1,1,0.03462847571704071,0.03462847571704071,<1bn
1357658,N,307298.0,20241231,2258530,2525283,2258530,AMERICAN BANK NATIONAL ASSN,417776,904859,0,245545,20241,1706114,0.0,20241_20241231,1,1,0.1087189455088044,0.1087189455088044,1-10bn
199348,NM,25849.0,20241231,413879,530320,413879,SCALE BANK,39494,214586,8747,89276,20268,362744,2.0,20268_20241231,1,1,0.2157055564549059,0.23683975268133922,<1bn
256196,SM,9170.0,20241231,324263,348542,324263,COMMUNITY STATE BANK,56261,69279,7238,14284,20279,253175,1004.0,20279_20241231,1,1,0.044050662579449396,0.06637204984842551,<1bn
2800585,SM,822238.0,20241231,5374888,6744404,5374888,JOHNSON BANK,1048242,2621450,1000,230498,20296,4971559,0.0,20296_20241231,1,1,0.042884242425144485,0.04307029281354328,1-10bn
428284,NM,91176.0,20241231,584430,653357,584430,AMERICAN BANK,147666,157192,8922,77555,20311,394926,0.0,20311_20241231,1,1,0.1327019489074825,0.14796810567561555,<1bn
349903,NM,125175.0,20241231,434006,495122,434006,GULF COAST BANK,137811,84644,0,23771,20353,295824,4023.0,20353_20241231,1,1,0.054771132196329085,0.054771132196329085,<1bn
3389136,NM,659331.0,20241231,4334433,5029359,4334433,HEARTLAND BANK&TRUST CO,1200512,949390,111145,137692,20369,3425688,0.0,20369_20241231,1,1,0.031767015432006905,0.05740935434923092,1-10bn
665323,SM,32097.0,20241231,807485,965014,807732,BANK OF THE ORIENT,40671,148052,0,100400,20387,782625,6812.0,20387_20241231,1,1,0.12433667498467464,0.12433667498467464,<1bn
157780,NM,324.0,20241231,183832,206925,183832,LIBERTY BANK,35582,26507,0,6111,20429,139771,0.0,20429_20241231,1,1,0.0332423081944384,0.0332423081944384,<1bn
19319,NM,2457.0,20241231,28825,31852,28825,CITIZENS BANK OF EDINBURG,7713,9534,0,13918,20454,9147,0.0,20454_20241231,1,1,0.48284475281873374,0.48284475281873374,<1bn
247844,NM,10633.0,20241231,313887,333016,313887,FIRSTSTATE BANK,118186,66834,0,47673,20468,148478,0.0,20468_20241231,1,1,0.15187949803591738,0.15187949803591738,<1bn
57106,NM,0.0,20241231,78591,88926,78591,FIRST SECURITY BK OF ROUNDUP,45790,21503,14516,9994,20479,25226,0.0,20479_20241231,1,1,0.12716468806860837,0.3118677711188304,<1bn
1010992,SM,15120.0,20241231,1105078,1223574,1105078,BENCHMARK COMMUNITY BANK,101439,95021,23713,62596,20484,989077,9034.0,20484_20241231,1,1,0.056643965403347096,0.07810217921268905,1-10bn
1212653,SM,118104.0,20241231,1933025,2097119,1933025,FIVE POINTS BANK,579706,724732,0,243400,20488,1187077,0.0,20488_20241231,1,1,0.12591663325616587,0.12591663325616587,1-10bn
11646698,NM,899351.0,20241231,21865242,26175081,21865242,AMERIS BANK,1835314,10243046,796464,1220377,20504,20930421,810070.0,20504_20241231,1,1,0.05581356017006352,0.09223959195146342,10-100bn
156452,NM,0.0,20241231,255991,305431,255991,AMERICAN BANK&TRUST CO,89603,100184,38758,15155,20537,183113,1737.0,20537_20241231,1,1,0.05920130004570473,0.21060506033415238,<1bn
371879,NM,94802.0,20241231,466099,519894,466099,LUMBEE GUARANTY BANK,247057,94592,0,25077,20568,216546,15003.0,20568_20241231,1,1,0.05380187470902104,0.05380187470902104,<1bn
5240029,NM,1086305.0,20241231,7495784,9477985,7495784,BYLINE BANK,1426166,2275351,32570,563138,20624,6812034,715610.0,20624_20241231,1,1,0.07512729822524235,0.07947240742262583,1-10bn
60629,NM,0.0,20241231,72904,81714,72904,FIRST SECURITY BK DEER LODGE,0,13221,0,9514,20657,71468,0.0,20657_20241231,1,1,0.13050038406671788,0.13050038406671788,<1bn
310744,NM,35189.0,20241231,406770,465054,406770,NORTHWEST BANK OF ROCKFORD,76033,96845,1455,22022,20666,345234,0.0,20666_20241231,1,1,0.05413870246085011,0.05771566241364899,<1bn
278371,NM,0.0,20241231,345075,385258,345075,SOUTHERN HERITAGE BANK,72035,68165,10706,24882,20698,273491,0.0,20698_20241231,1,1,0.07210606389915236,0.10313120336158806,<1bn
716651,SM,18722.0,20241231,839969,932333,839969,TENNESSEE STATE BANK,198812,126705,9526,33086,20720,652934,54000.0,20720_20241231,1,1,0.03938954890001893,0.05073044362351468,<1bn
440395,N,140810.0,20241231,928725,1100093,928725,DALLAS CAPITAL BANK NA,144490,492844,1786,76111,20727,826349,93320.0,20727_20241231,1,1,0.08195213868475598,0.0838752052545156,1-10bn
950220,N,61180.0,20241231,1638365,1979724,1638365,PIONEER BANK NATIONAL ASSN,346937,688288,216706,92877,20741,1434575,40000.0,20741_20241231,1,1,0.05668883307443701,0.188958504362581,1-10bn
670021,NM,60032.0,20241231,866418,976930,866418,BORDER BANK,98646,199164,997,39098,20776,790648,39655.0,20776_20241231,1,1,0.04512602462091046,0.04627673940292099,<1bn
986705,NM,105149.0,20241231,1352781,1484933,1352781,CITIZENS TRI-COUNTY BANK,211533,377084,0,299037,20818,922531,0.0,20818_20241231,1,1,0.22105351864048947,0.22105351864048947,1-10bn
624171,NM,18199.0,20241231,1087853,1249040,1087853,WALLIS BANK,20536,467051,0,150546,20845,990780,0.0,20845_20241231,1,1,0.13838818296222008,0.13838818296222008,1-10bn
413855,NM,78742.0,20241231,939505,1076349,939505,LIBERTY BANK&TRUST CO,304990,527019,143659,53462,20856,622399,0.0,20856_20241231,1,1,0.05690443371775563,0.2098136784796249,1-10bn
214961,NM,5346.0,20241231,251478,284415,251478,CITIZENS GUARANTY BANK,11764,37477,0,6291,20872,257343,0.0,20872_20241231,1,1,0.025016104788490444,0.025016104788490444,<1bn
770910,NM,295251.0,20241231,1834341,2564023,2317277,BANK OF GUAM,708853,1548852,0,87861,20884,1618974,0.0,20884_20241231,1,1,0.04789785541510548,0.04789785541510548,1-10bn
1101018,N,386063.0,20241231,1754568,1929134,1754568,CITIZENS NATIONAL BANK,447980,655655,0,181018,20954,1219111,0.0,20954_20241231,1,1,0.10316955512696002,0.10316955512696002,1-10bn
779362,NM,130888.0,20241231,1086514,1239179,1086514,INDEPENDENCE BANK,238004,309186,1784,46848,20989,905744,96043.0,20989_20241231,1,1,0.04311771408375778,0.04475966255381891,1-10bn
458281,SM,17073.0,20241231,562838,627199,562838,HARDIN COUNTY BANK,60637,107930,0,24926,20993,500114,44280.0,20993_20241231,1,1,0.04428627775665467,0.04428627775665467,<1bn
1297406,NM,514957.0,20241231,2711164,2982268,2711164,BANK OF TAMPA,901837,1414202,29989,185884,21031,1748842,0.0,21031_20241231,1,1,0.06856243296237335,0.07962373356978773,1-10bn
88854,NM,5941.0,20241231,104986,126231,104986,FIRST STB OF THE SOUTH INC,44681,16481,1440,4215,21050,60856,0.0,21050_20241231,1,1,0.040148210237555486,0.0538643247671118,<1bn
555738,NM,880.0,20241231,728751,852500,728751,TEXAS BANK,139558,174505,0,18433,21074,651747,10000.0,21074_20241231,1,1,0.02529396186077275,0.02529396186077275,<1bn
321252,NM,47740.0,20241231,389884,494004,389884,UNITED MISSISSIPPI BANK,108772,69325,0,21300,21083,341115,0.0,21083_20241231,1,1,0.05463163402447908,0.05463163402447908,<1bn
58815,NM,925.0,20241231,67896,81794,67896,BANK OF ONTARIO,6182,10469,0,1629,21085,68963,9414.0,21085_20241231,1,1,0.02399257688229056,0.02399257688229056,<1bn
481879,NM,73506.0,20241231,686598,766839,686598,WESTERN STATE BANK,207791,209074,0,14617,21121,526910,0.0,21121_20241231,1,1,0.021289022106094103,0.021289022106094103,<1bn
224770,NM,36242.0,20241231,325735,375309,325735,BANK OF THE BLUEGRASS&TR CO,57246,102392,0,10734,21161,285146,6289.0,21161_20241231,1,1,0.032953167452069936,0.032953167452069936,<1bn
68951,NM,1536.0,20241231,81734,92703,81734,BANK OF THE MOUNTAINS INC,9645,12867,0,6607,21219,61059,0.0,21219_20241231,1,1,0.0808353928597646,0.0808353928597646,<1bn
359932,NM,49765.0,20241231,423880,488851,423880,CBBC BANK,154037,77334,0,43857,21227,263687,3000.0,21227_20241231,1,1,0.10346560347268095,0.10346560347268095,<1bn
421204,NM,96916.0,20241231,509029,576248,509029,FIRST KENTUCKY BANK INC,171189,89350,6287,35790,21247,345901,16900.0,21247_20241231,1,1,0.07031033595335433,0.08266130220478597,<1bn
38899,SM,0.0,20241231,43080,49337,43080,LAKESIDE BANK OF SALINA,5895,4231,0,3610,21255,35170,0.0,21255_20241231,1,1,0.08379758588672238,0.08379758588672238,<1bn
1941595,NM,72076.0,20241231,4713861,5404455,4713861,BRADESCO BANK,378433,2795002,0,1171606,21265,3670214,796202.0,21265_20241231,1,1,0.24854487648235704,0.24854487648235704,1-10bn
86094,NM,0.0,20241231,130117,144873,130117,BANK OF PENSACOLA,61599,44151,61599,10344,21284,70899,0.0,21284_20241231,1,1,0.07949768285466158,0.5529100732417747,<1bn
868359,NM,76846.0,20241231,1051782,1109001,1051782,PEOPLESSOUTH BANK,264979,186804,0,27184,21292,755138,0.0,21292_20241231,1,1,0.025845660032212,0.025845660032212,1-10bn
236530,NM,0.0,20241231,435427,491486,435427,NBT FINANCIAL BANK,6930,200279,4093,25426,21329,435421,2.0,21329_20241231,1,1,0.058393255356236524,0.06779322366320875,<1bn
146845,NM,2292.0,20241231,195664,218314,195664,SONATA BANK,3272,49357,0,18812,21342,183414,43003.0,21342_20241231,1,1,0.09614441082672336,0.09614441082672336,<1bn
64426,SM,12315.0,20241231,81773,95229,81773,FIRST NATURALSTATE BANK,16621,17743,0,3926,21379,70416,0.0,21379_20241231,1,1,0.048010957161899404,0.048010957161899404,<1bn
43739,NM,0.0,20241231,52804,64567,52804,HOLLADAY BANK&TRUST,456,9168,0,21699,21448,40007,349.0,21448_20241231,1,1,0.41093477766835845,0.41093477766835845,<1bn
81580,NM,0.0,20241231,97125,126774,97125,FIDELITY BANK OF TEXAS,14980,15716,14980,22120,21455,73485,0.0,21455_20241231,1,1,0.22774774774774775,0.38198198198198197,<1bn
170673,NM,11870.0,20241231,187948,218856,187948,CROSSROADS BANK,52935,18018,0,17448,21486,138326,0.0,21486_20241231,1,1,0.09283418817970929,0.09283418817970929,<1bn
196197,NM,44411.0,20241231,216249,236919,216249,CORNERSTONE STATE BANK,68803,20767,3887,5651,21525,148324,0.0,21525_20241231,1,1,0.026131912748729474,0.04410656234248482,<1bn
103704,NM,9166.0,20241231,114240,148739,114240,WEST CENTRAL GEORGIA BANK,52624,11152,1837,12021,21526,75112,0.0,21526_20241231,1,1,0.10522584033613445,0.12130602240896358,<1bn
56727,NM,268.0,20241231,92365,110094,92365,BANK OF OAK RIDGE,3001,35775,0,14369,21529,88005,373.0,21529_20241231,1,1,0.15556758512423538,0.15556758512423538,<1bn
230963,NM,20927.0,20241231,282778,323963,282778,THREE RIVERS BANK OF MONTANA,31459,52198,0,8272,21557,260986,3456.0,21557_20241231,1,1,0.029252629271018255,0.029252629271018255,<1bn
299936,N,13868.0,20241231,455797,557293,455797,AMERICAN BANK NATIONAL ASSN,28762,157146,452,101113,21567,391686,16532.0,21567_20241231,1,1,0.22183779182399183,0.2228294613610884,<1bn
964162,NM,134654.0,20241231,1732422,1929305,1732422,BANK OF TENNESSEE,214354,768890,9729,29463,21573,1550604,29089.0,21573_20241231,1,1,0.01700682628135639,0.022622663531171965,1-10bn
1043409,SB,368886.0,20241231,2486073,2965987,2486073,BANK OF GREENE COUNTY,1145729,342673,40747,169020,21591,1531435,0.0,21591_20241231,1,1,0.06798674053416774,0.08437684653668658,1-10bn
387820,NM,75242.0,20241231,827573,939572,827573,HCN BANK,118670,439795,16350,106128,21606,684223,0.0,21606_20241231,1,1,0.1282400464974087,0.147996611779263,<1bn
54389,NM,1.0,20241231,64007,73702,64007,BANK OF BOURBONNAIS,457,9777,456,13244,21635,55051,0.0,21635_20241231,1,1,0.20691486868623743,0.21403908947458872,<1bn
88785,NM,23165.0,20241231,106220,114044,106220,PEOPLES BANK OF GRACEVILLE,68855,17783,0,4444,21692,39410,2100.0,21692_20241231,1,1,0.04183769534927509,0.04183769534927509,<1bn
215860,NM,0.0,20241231,240739,307991,240739,LAKESIDE BANK,0,24910,0,85491,21693,212703,104895.0,21693_20241231,1,1,0.355119029322212,0.355119029322212,<1bn
564634,NM,23114.0,20241231,988732,1136616,988732,PREMIER BANK,139478,428688,85978,119888,21714,828942,30230.0,21714_20241231,1,1,0.12125429337778083,0.20821213432962624,1-10bn
4283486,NM,3884497.0,20241231,12004758,15160648,12004758,CITIZENS BUSINESS BANK,4935180,7722900,34256,205178,21716,8456310,300000.0,21716_20241231,1,1,0.0170913899305592,0.01994492517050323,10-100bn
118487,NM,8464.0,20241231,124261,145320,124261,HERITAGE BANK OF SCHAUMBURG,42345,6182,29644,18152,21721,74600,0.0,21721_20241231,1,1,0.14607962272957725,0.38464200352483885,<1bn
67744,NM,12414.0,20241231,105074,147025,105074,FARMERS&MERCHANTS STATE BANK,61903,38080,0,4533,21728,76026,0.0,21728_20241231,1,1,0.04314102442088433,0.04314102442088433,<1bn
59121,NM,11833.0,20241231,69965,78578,69965,FIRST STATE BANK,21911,11069,0,10180,21752,42429,0.0,21752_20241231,1,1,0.14550132208961625,0.14550132208961625,<1bn
250,SM,0.0,20241231,500,68139,500,JPMORGAN CHASE BANK DEARBORN,0,250,0,66196,21761,0,0.0,21761_20241231,1,1,132.392,132.392,<1bn
350476,NM,24341.0,20241231,506720,558805,506720,FIRST PORT CITY BANK,47196,157192,1992,48703,21784,439612,496.0,21784_20241231,1,1,0.09611422481844016,0.1000453899589517,<1bn
299895,SM,50862.0,20241231,362502,412161,362502,FIRST STATE BANK OF DEQUEEN,127740,63323,0,16938,21805,247809,68073.0,21805_20241231,1,1,0.046725259446844435,0.046725259446844435,<1bn
40970,NM,0.0,20241231,45444,52247,45444,LOVELADY STATE BANK,6071,4563,0,18062,21807,22727,0.0,21807_20241231,1,1,0.39745620984068303,0.39745620984068303,<1bn
2060266,SM,380.0,20241231,6970697,8367264,6970697,MIZUHO BANK USA,22356,4940246,0,5625160,21843,2511603,1727210.0,21843_20241231,1,1,0.8069723874097525,0.8069723874097525,1-10bn
481929,NM,16981.0,20241231,703974,780999,703974,QUAIL CREEK BANK,129341,222998,0,45596,21848,595964,0.0,21848_20241231,1,1,0.06476943750763522,0.06476943750763522,<1bn
519382,N,0.0,20241231,2904244,3838145,2904244,BESSEMER TRUST CO NA,1411373,2466000,1362401,969969,21868,798390,0.0,21868_20241231,1,1,0.3339833016785091,0.8030902362198218,1-10bn
158013,NM,0.0,20241231,190794,215783,190794,FIRST PEOPLES BANK OF TN,49648,33181,966,9203,21874,142308,0.0,21874_20241231,1,1,0.048235269452917805,0.05329832175015986,<1bn
392863,SM,114624.0,20241231,445020,511131,445020,TRUPOINT BANK,124372,63799,0,30648,21883,322975,4983.0,21883_20241231,1,1,0.06886881488472428,0.06886881488472428,<1bn
122066,NM,1982.0,20241231,171200,186604,171200,BANK STAR,25681,49425,0,7744,21897,145582,16403.0,21897_20241231,1,1,0.045233644859813085,0.045233644859813085,<1bn
763162,SM,71007.0,20241231,944631,1134496,944631,PRIORITYONE BANK,169182,184987,0,18077,21906,884447,15000.0,21906_20241231,1,1,0.019136572905187315,0.019136572905187315,1-10bn
