DEPINS,BKCLASS,SCMTGBK,REPDTE,DEPDOM,ASSET,DEP,NAME,SC,DEPUNINS,SCUST,CHBAL,CERT,LNLSNET,BRO,ID,INSFDIC,INSDIF,cash_ratio,treasury_ratio,size_bin
90731,N,9799.0,20241231,98144,112882,98144,FIRST NB OF NEVADA MISSOURI,56150,7865,0,3708,4598,45102,1222.0,4598_20241231,1,1,0.03778121943267036,0.03778121943267036,<1bn
118643,N,0.0,20241231,129331,161833,129331,FARMERS NATIONAL BANK,59359,11112,2989,4014,4611,84083,0.0,4611_20241231,1,1,0.031036642413651793,0.05414788411131129,<1bn
421460,NM,10241.0,20241231,519194,591835,519194,EXCHANGE BANK&TRUST,130728,98576,38610,61016,4619,387043,0.0,4619_20241231,1,1,0.11752061849713209,0.19188588465968404,<1bn
117348,NM,15129.0,20241231,175428,185490,175428,FARMERS BANK&TRUST,64922,58613,11702,15268,4621,77713,9173.0,4621_20241231,1,1,0.08703285678454979,0.15373828579246188,<1bn
64953,SM,20702.0,20241231,132645,146991,132645,AMERICAN BK BAXTER SPRINGS,38609,67771,0,15346,4624,77626,0.0,4624_20241231,1,1,0.11569226129895586,0.11569226129895586,<1bn
67478,SM,7475.0,20241231,92388,111319,92388,FIRST BANK OF BELOIT,27603,25243,5602,4749,4630,71979,0.0,4630_20241231,1,1,0.05140277958176387,0.11203835996016799,<1bn
158958,NM,36805.0,20241231,251153,267555,251153,FIRST HERITAGE BANK,84641,92797,991,5948,4636,149014,46102.0,4636_20241231,1,1,0.023682775041508564,0.027628577002862798,<1bn
94266,N,43335.0,20241231,142236,150046,142236,FIRST NB IN CIMARRON,63432,48315,0,8423,4638,75355,0.0,4638_20241231,1,1,0.05921848195956017,0.05921848195956017,<1bn
83552,NM,9576.0,20241231,95304,112041,95304,CONWAY BANK,14777,11935,1926,5261,4649,85199,6575.0,4649_20241231,1,1,0.05520230000839419,0.07541131536976413,<1bn
29869,NM,11333.0,20241231,38230,41042,38230,NINNESCAH VALLEY BANK,19551,8444,0,4647,4652,15857,0.0,4652_20241231,1,1,0.12155375359665184,0.12155375359665184,<1bn
43675,N,7594.0,20241231,61186,74797,61186,FIRST NB OF DIGHTON,20461,17593,3847,6561,4654,45850,10000.0,4654_20241231,1,1,0.10723041218579414,0.1701042722191351,<1bn
138227,SM,2410.0,20241231,208603,241279,208603,FIRSTOAK BANK,17684,70501,2643,16282,4660,191531,0.0,4660_20241231,1,1,0.07805256875500352,0.09072256870706558,<1bn
121185,NM,0.0,20241231,151321,165933,151321,HOME BANK&TRUST CO,7982,31530,7982,9245,4664,135041,0.0,4664_20241231,1,1,0.0610952875014043,0.11384407980386067,<1bn
978820,N,311904.0,20241231,1200469,1392914,1200469,ARMED FORCES BANK NA,328635,223423,0,184436,4666,811065,0.0,4666_20241231,1,1,0.15363662035421155,0.15363662035421155,1-10bn
49128,N,9304.0,20241231,56580,59450,56580,FIRST NB IN FRANKFORT,23313,7644,0,1142,4668,28383,1250.0,4668_20241231,1,1,0.02018381053375751,0.02018381053375751,<1bn
633720,N,9117.0,20241231,774374,984392,774374,GNBANK NATIONAL ASSN,294464,141743,115458,15618,4673,623879,9413.0,4673_20241231,1,1,0.020168549047359544,0.16926704667253809,<1bn
168783,N,56251.0,20241231,196506,212702,196506,CITIZENS NATIONAL BANK,113341,27976,726,4465,4678,87418,0.0,4678_20241231,1,1,0.022721952510355917,0.02641649618841155,<1bn
13170,N,0.0,20241231,25965,35289,25965,VISTA NATIONAL BANK&TRUST,499,12815,499,3887,4683,20633,0.0,4683_20241231,1,1,0.14970152127864433,0.16891969959560948,<1bn
63053,N,15189.0,20241231,73840,87488,73840,FIRST NATIONAL BANK OF HOPE,30669,11232,0,3427,4690,46208,0.0,4690_20241231,1,1,0.04641115926327194,0.04641115926327194,<1bn
48147,NM,5829.0,20241231,69110,74609,69110,HOWARD STB HOWARD KANSAS,22651,21035,498,7970,4693,42415,0.0,4693_20241231,1,1,0.11532339748227463,0.12252930111416582,<1bn
863874,N,70351.0,20241231,1032000,1197636,1032000,FIRST NB OF HUTCHINSON,131798,170775,0,113747,4697,891035,136700.0,4697_20241231,1,1,0.11021996124031008,0.11021996124031008,1-10bn
688847,N,136079.0,20241231,1127095,1263103,1127095,CENTRAL NATIONAL BANK,400104,439129,72453,69355,4702,712335,0.0,4702_20241231,1,1,0.061534298351070674,0.12581725586574335,1-10bn
2015603,NM,438037.0,20241231,2891653,3582612,2891653,SECURITY BANK OF KANSAS CITY,1336736,904462,47198,90458,4705,1922271,110000.0,4705_20241231,1,1,0.03128245332341052,0.04760460539352405,1-10bn
371344,SM,94289.0,20241231,447714,489929,447714,CITIZENS BANK OF KANSAS,202743,76899,15642,13886,4707,238250,0.0,4707_20241231,1,1,0.03101533568304766,0.06595281809369374,<1bn
112481,N,10607.0,20241231,147359,175095,147359,FIRST NB OF LOUISBURG,68316,35188,10623,4710,4722,98197,0.0,4722_20241231,1,1,0.0319627576191478,0.10405200903914928,<1bn
21492,N,216.0,20241231,24425,29372,24425,MARION NATIONAL BANK,12363,2957,2678,1048,4728,11136,0.0,4728_20241231,1,1,0.042906857727737974,0.15254861821903787,<1bn
116522,NM,20760.0,20241231,155872,172164,155872,SOUTHWIND BANK,78864,40059,494,1709,4735,84385,0.0,4735_20241231,1,1,0.010964124409772121,0.014133391500718538,<1bn
397933,SM,141028.0,20241231,671218,753837,671218,FIRST OPTION BANK,232378,274676,0,53292,4746,435253,39284.0,4746_20241231,1,1,0.0793959637554416,0.0793959637554416,<1bn
65006,NM,9286.0,20241231,77903,96195,77903,FIRST SECURITY BANK,12324,12992,0,5594,4752,70243,6991.0,4752_20241231,1,1,0.07180724747442332,0.07180724747442332,<1bn
192040,N,9641.0,20241231,238622,300266,238622,FIRST NATIONAL BANK&TRUST,83368,47006,15061,4530,4756,200511,0.0,4756_20241231,1,1,0.018983999798845037,0.08210056071946426,<1bn
153154,NM,6182.0,20241231,201374,275264,201374,SJN BANK OF KANSAS,94513,48667,23781,5586,4766,159878,10036.0,4766_20241231,1,1,0.0277394301151092,0.1458331264214844,<1bn
4498524,N,388415.0,20241231,6781740,8085206,6781740,SUNFLOWER BANK NATIONAL ASSN,504352,2325247,31730,615917,4767,6349961,444740.0,4767_20241231,1,1,0.09081990757534202,0.09549864783963997,1-10bn
89850,N,11737.0,20241231,139017,160590,139017,FIRST NB OF SCOTT CITY,38714,49382,4118,5082,4769,105998,0.0,4769_20241231,1,1,0.03655668011825892,0.06617895653049627,<1bn
37763,N,3702.0,20241231,47505,54993,47505,ELEVATE BANK NATIONAL ASSN,9526,9859,0,8432,4770,29965,0.0,4770_20241231,1,1,0.17749710556783496,0.17749710556783496,<1bn
123729,NM,0.0,20241231,133710,172477,133710,SOLOMON STATE BANK,25357,10378,20341,7119,4773,137727,0.0,4773_20241231,1,1,0.05324209109266323,0.20536983022960137,<1bn
39110,N,0.0,20241231,70901,78640,70901,FIRST NB OF SPEARVILLE,8406,31967,6143,7266,4774,29306,237.0,4774_20241231,1,1,0.1024809241054428,0.18912286145470444,<1bn
83452,NM,0.0,20241231,114849,128362,114849,PRAIRIE BANK OF KANSAS,28225,31843,2440,2646,4775,79435,0.0,4775_20241231,1,1,0.02303894679100384,0.04428423408127193,<1bn
189630,N,0.0,20241231,211675,249780,211675,WESTERN NATIONAL BANK,21306,22627,8219,10101,4778,199925,747.0,4778_20241231,1,1,0.047719381126727294,0.08654777370969646,<1bn
443539,N,55962.0,20241231,622042,689651,622042,DREAM FIRST BANK NA,94632,179808,0,12089,4779,534769,142144.0,4779_20241231,1,1,0.019434379029068777,0.019434379029068777,<1bn
1653429,NM,302050.0,20241231,2272930,2514769,2272930,EMPRISE BANK,540680,622948,2990,37021,4789,1839073,82813.0,4789_20241231,1,1,0.016287787129388057,0.01760326978833488,1-10bn
297864,SM,49513.0,20241231,410268,460774,410268,BANK OF THE FLINT HILLS,64733,113083,0,18965,4791,347299,5512.0,4791_20241231,1,1,0.04622588161884427,0.04622588161884427,<1bn
33319,SM,0.0,20241231,56165,85028,56165,FNB WASHINGTON,32290,22977,6748,3996,4792,39191,0.0,4792_20241231,1,1,0.07114751179560225,0.1912935101931808,<1bn
53028,N,35308.0,20241231,91056,100469,91056,FIRST NB OF KANSAS,50784,38208,0,2538,4794,40030,0.0,4794_20241231,1,1,0.02787295730100158,0.02787295730100158,<1bn
74163,NM,21282.0,20241231,104808,111451,104808,BANK OF COMMERCE&TRUST CO,40217,31005,0,6233,4796,52417,6000.0,4796_20241231,1,1,0.05947065109533623,0.05947065109533623,<1bn
4682526,N,1614317.0,20241231,6486555,7057805,6486555,INTRUST BANK NATIONAL ASSN,2216228,1813873,0,459481,4799,4052249,551792.0,4799_20241231,1,1,0.07083590596240993,0.07083590596240993,1-10bn
362223,N,10567.0,20241231,448445,535287,448445,SOUTHWEST NATIONAL BANK,34698,87418,1099,15963,4801,458243,6566.0,4801_20241231,1,1,0.035596338458450866,0.03804702917860607,<1bn
4633115,N,396653.0,20241231,5536419,6231022,5536419,SHORE UNITED BANK NA,636103,905309,2456,461000,4832,4733684,520537.0,4832_20241231,1,1,0.08326681922014934,0.08371042726354345,1-10bn
1199177,NM,169300.0,20241231,1581526,1948145,1581526,FIRST UNITED BANK&TRUST,256527,382647,0,78327,4857,1463429,1.0,4857_20241231,1,1,0.04952621708400621,0.04952621708400621,1-10bn
7500389,SM,966858.0,20241231,11844920,14122892,11844920,SANDY SPRING BANK,1356530,4357978,82314,518963,4865,11427039,698236.0,4865_20241231,1,1,0.04381312832843109,0.05076243655508015,10-100bn
1128459,NM,46818.0,20241231,1532987,1744714,1532987,MOUNTAIN COMMERCE BANK,115655,408419,0,75536,4931,1451557,210280.0,4931_20241231,1,1,0.04927373813346102,0.04927373813346102,1-10bn
138378,NM,0.0,20241231,181540,221679,181540,PEOPLES BANK OF THE SOUTH,21235,43637,1905,19567,4945,176157,3100.0,4945_20241231,1,1,0.10778340861518122,0.11827696375454445,<1bn
522556,N,32124.0,20241231,788362,894852,788362,FIRST NB OF MIDDLE TENNESSEE,54019,269200,0,100075,4952,688895,23846.0,4952_20241231,1,1,0.1269404156973573,0.1269404156973573,<1bn
227716,N,42641.0,20241231,295706,327532,295706,FIRST NB OF ONEIDA,88171,69951,13789,19759,4958,197989,0.0,4958_20241231,1,1,0.06681974664024402,0.11345052180206015,<1bn
164289,NM,0.0,20241231,197576,219023,197576,FIRST FARMERS&COMMERCIAL BK,20853,33736,600,8536,4960,157321,0.0,4960_20241231,1,1,0.04320362797100862,0.046240434060817105,<1bn
1441097,N,418146.0,20241231,2151077,2498514,2151077,FIRST CITIZENS NATIONAL BANK,721414,712750,3002,141453,4972,1469051,57871.0,4972_20241231,1,1,0.06575915227581347,0.06715473225737618,1-10bn
40220056,SM,7059016.0,20241231,66433430,81865694,66433430,FIRST HORIZON BANK,9203047,26678666,90,2443304,4977,62312844,3923187.0,4977_20241231,1,1,0.036778230478239644,0.03677958521786396,10-100bn
9911336,N,2038607.0,20241231,15194687,18150160,15194687,TRUSTMARK NATIONAL BANK,3027919,5358814,232512,567251,4988,13129979,260565.0,4988_20241231,1,1,0.03733219381221871,0.05263438463720905,10-100bn
872615,N,67563.0,20241231,1493254,1713832,1493254,CITIZENS NB OF MERIDIAN,389725,624179,0,40521,4993,1197601,0.0,4993_20241231,1,1,0.02713603981640096,0.02713603981640096,1-10bn
428576,SM,191281.0,20241231,697044,817381,697044,FNB OXFORD BANK,359743,281935,41467,16767,5005,398839,81699.0,5005_20241231,1,1,0.024054435587997313,0.08354422389404399,<1bn
322592,SM,35136.0,20241231,439605,483846,439605,FIRST CHOICE BANK,126998,119713,14371,14850,5006,307944,4980.0,5006_20241231,1,1,0.03378032551950046,0.06647103649867495,<1bn
253843,NM,2262.0,20241231,401846,467203,401846,CENTURY BANK&TRUST,136123,148035,0,81076,5015,229327,0.0,5015_20241231,1,1,0.2017588827560807,0.2017588827560807,<1bn
313126,N,150212.0,20241231,426005,476529,426005,CITIZENS NB OF CHEBOYGAN,184417,114529,22912,19230,5018,236392,0.0,5018_20241231,1,1,0.04514031525451579,0.09892372155256393,<1bn
835542,NM,28949.0,20241231,1259172,1495551,1259172,SOUTHERN MICHIGAN BANK&TRUST,219774,424428,20480,73732,5019,1104648,95513.0,5019_20241231,1,1,0.05855593993513197,0.07482059639191468,1-10bn
619500,NM,8581.0,20241231,1157139,1316430,1157139,DART BANK,30484,538903,0,93524,5033,1097588,294712.0,5033_20241231,1,1,0.08082347928814083,0.08082347928814083,1-10bn
621545,N,38280.0,20241231,843971,995846,843971,SUPERIOR NATIONAL BANK,249151,224010,19386,35178,5058,656098,2500.0,5058_20241231,1,1,0.04168152697189832,0.06465151053768435,<1bn
324061,N,15558.0,20241231,359999,410028,359999,FIRST NATIONAL BANK&TRUST CO,167943,36060,39760,27736,5062,193395,18125.0,5062_20241231,1,1,0.0770446584573846,0.1874894096928047,<1bn
382774,NM,23108.0,20241231,513158,595346,513158,RANGE BANK,155547,130939,48120,68181,5072,338922,0.0,5072_20241231,1,1,0.13286551120707463,0.2266377996640411,<1bn
215908,N,25237.0,20241231,305691,317336,305691,FIRST NB OF ST IGNACE,177712,90029,31380,30970,5074,90725,0.0,5074_20241231,1,1,0.1013114550313879,0.20396413371672703,<1bn
43932,N,0.0,20241231,48980,53423,48980,FIRST NB OF WAKEFIELD,24116,5105,999,4885,5076,21527,0.0,5076_20241231,1,1,0.09973458554512046,0.12013066557778686,<1bn
91228,N,5848.0,20241231,111097,119167,111097,FIRST NB OF BAGLEY,26412,20185,14407,14167,5087,72873,0.0,5087_20241231,1,1,0.1275191949377571,0.25719866423035725,<1bn
612740,N,117644.0,20241231,804213,945175,804213,FIRST NB OF BEMIDJI,489855,193546,91766,15469,5093,411623,0.0,5093_20241231,1,1,0.01923495392389827,0.1333415401143727,<1bn
349975,NM,22238.0,20241231,402472,462459,402472,STAR BANK,41184,53950,0,31012,5095,370688,52994.0,5095_20241231,1,1,0.07705380746983641,0.07705380746983641,<1bn
195955,SM,19459.0,20241231,271218,310977,271218,FIRST BANK BLUE EARTH,85996,76256,0,12335,5097,200999,10957.0,5097_20241231,1,1,0.045480019762700115,0.045480019762700115,<1bn
49299,N,0.0,20241231,71370,82682,71370,B2 BANK NATIONAL ASSN,7000,22334,7000,3915,5105,34137,0.0,5105_20241231,1,1,0.05485498108448928,0.15293540703376768,<1bn
60342,NM,2794.0,20241231,68163,79025,68163,FIRST SECURITY BANK CANBY,25113,7928,11404,12011,5107,38316,0.0,5107_20241231,1,1,0.1762099672843038,0.34351481008758417,<1bn
16727,N,4.0,20241231,29886,33487,29886,WESTERN NATIONAL BANK,13310,13240,11302,5962,5110,11886,7044.0,5110_20241231,1,1,0.19949140065582546,0.5776617814361239,<1bn
58872,N,2406.0,20241231,72802,79594,72802,FIRST NATIONAL BANK,33207,13970,2727,3287,5113,35032,0.0,5113_20241231,1,1,0.04514985852037032,0.08260762066976182,<1bn
83774,N,15821.0,20241231,118619,125692,118619,FIRST NB OF COKATO,24086,35056,8024,5142,5115,93297,0.0,5115_20241231,1,1,0.04334887328336944,0.11099402287997708,<1bn
184803,NM,6813.0,20241231,255122,306496,255122,GRANITE BANK,19044,71013,4798,8039,5116,265464,34358.0,5116_20241231,1,1,0.03151041462515973,0.050317103189846425,<1bn
73276,N,11543.0,20241231,99246,104334,99246,FIRST NB OF COLERAINE,46686,26108,2639,10763,5117,41226,0.0,5117_20241231,1,1,0.1084476956250126,0.13503818793704533,<1bn
784290,NM,22452.0,20241231,1062090,1180009,1062090,DEERWOOD BANK,150812,278694,43515,89623,5123,886009,1136.0,5123_20241231,1,1,0.08438362097374046,0.1253547251174571,1-10bn
67952,N,206.0,20241231,96864,118107,96864,WESTERN NATIONAL BANK,20589,29289,18397,9725,5131,73982,0.0,5131_20241231,1,1,0.10039849686157912,0.2903245787908821,<1bn
217465,NM,67454.0,20241231,290330,356951,290330,FIRST BANK ELK RIVER,69181,73259,0,3831,5136,259628,17258.0,5136_20241231,1,1,0.013195329452691765,0.013195329452691765,<1bn
63199,N,5728.0,20241231,83303,94345,83303,MINERS NB OF EVELETH,11457,20159,979,12957,5141,65003,0.0,5141_20241231,1,1,0.15554061678450956,0.16729289461363936,<1bn
20592,N,0.0,20241231,25179,38658,25179,FIRST NB OF FAIRFAX,21335,4666,16300,1282,5142,15071,0.0,5142_20241231,1,1,0.050915445410858254,0.698280312959212,<1bn
3058657,N,0.0,20241231,3501933,4465163,3501933,WELLS FARGO BANK S CNTL NA,0,446651,0,2178655,5146,2154554,0.0,5146_20241231,1,1,0.6221292640378899,0.6221292640378899,1-10bn
61532,N,18.0,20241231,71197,82754,71197,FIRST NB OF GILBERT,8433,9782,5963,9468,5150,62108,0.0,5150_20241231,1,1,0.13298313131171258,0.21673666025253874,<1bn
301277,N,41413.0,20241231,341137,378598,341137,FIRST NB OF HENNING,76292,41317,0,6525,5162,277320,0.0,5162_20241231,1,1,0.01912721282065563,0.01912721282065563,<1bn
990103,SM,53906.0,20241231,1185820,1376433,1185820,BANK MIDWEST,172748,200600,31082,45151,5170,1067385,152500.0,5170_20241231,1,1,0.038075761920021586,0.06428715993995716,1-10bn
46460,NM,154.0,20241231,75691,87513,75691,GLOBAL INNOVATIONS BANK,518,29371,0,47498,5175,37223,0.0,5175_20241231,1,1,0.6275250690306642,0.6275250690306642,<1bn
132380,N,6088.0,20241231,138174,156951,138174,FIRST NB OF LE CENTER,22293,6574,14154,11182,5180,112206,0.0,5180_20241231,1,1,0.08092694718253796,0.1833630060648168,<1bn
149587,N,0.0,20241231,199508,227292,199508,FIRST FARMERS&MERCHANTS NB,46721,50843,10987,8279,5186,167282,0.0,5186_20241231,1,1,0.041497082823746416,0.09656755618822303,<1bn
592089,SM,76750.0,20241231,767285,858902,767285,PIONEER BANK,164890,176377,6702,53622,5193,573494,12409.0,5193_20241231,1,1,0.06988537505620467,0.07862006946571352,<1bn
25358,N,263.0,20241231,28865,37487,28865,FIRST NB OF MCINTOSH,7263,3647,6972,14369,5196,15493,0.0,5196_20241231,1,1,0.49780010393209767,0.7393382989780011,<1bn
92603,NM,13497.0,20241231,104242,120277,104242,COMMUNITY FIRST BANK,35321,14034,4401,8457,5197,68223,0.0,5197_20241231,1,1,0.08112852784865984,0.12334759501928205,<1bn
215700,N,10902.0,20241231,252230,275253,252230,FIRST NB OF MILACA,73602,36870,59201,17852,5198,173737,0.0,5198_20241231,1,1,0.07077667208500178,0.30548705546524996,<1bn
83372,N,5747.0,20241231,117498,138689,117498,FIRST NB OF MOOSE LAKE,25155,34376,493,5408,5214,97094,15227.0,5214_20241231,1,1,0.04602631534153773,0.05022213144053516,<1bn
264883,SM,16200.0,20241231,301201,377239,301201,COMMUNITY RESOURCE BANK,34110,38286,8704,6924,5219,313367,5635.0,5219_20241231,1,1,0.02298797148747846,0.05188561790963509,<1bn
68406,N,3019.0,20241231,78811,93288,78811,FIRST NB OF OSAKIS,12088,10588,475,1386,5221,74593,0.0,5221_20241231,1,1,0.017586377536130744,0.02361345497455939,<1bn
230699,N,8904.0,20241231,305259,354107,305259,CITIZENS NB OF PARK RAPIDS,21980,75320,1987,35742,5223,285764,0.0,5223_20241231,1,1,0.11708745688087821,0.12359668347206798,<1bn
285579,NM,10033.0,20241231,341724,409520,341724,FORESIGHT BANK,63450,57843,3744,6745,5229,327540,8146.0,5229_20241231,1,1,0.01973815125656963,0.030694361531528366,<1bn
26954,N,4701.0,20241231,29669,32137,29669,FIRST NB OF PROCTOR,8310,2737,0,5241,5232,15004,0.0,5232_20241231,1,1,0.17664902760457044,0.17664902760457044,<1bn
310785,N,28096.0,20241231,393468,456482,393468,FIRST NB MINNESOTA,72357,84101,24522,11738,5247,334785,0.0,5247_20241231,1,1,0.029832159159067572,0.09215488934297071,<1bn
184080,N,5705.0,20241231,250154,302631,250154,MINNESOTA NATIONAL BANK,54448,67021,6135,16736,5249,216589,10029.0,5249_20241231,1,1,0.06690278788266428,0.09142768054878195,<1bn
127316,NM,60042.0,20241231,162165,187050,162165,FIRST SECURITY BK SLEEPY EYE,106215,35157,30412,19120,5252,54662,0.0,5252_20241231,1,1,0.11790460333610829,0.3054419880985416,<1bn
579915,N,12458.0,20241231,698075,787343,698075,FIRST NATIONAL BANK NORTH,95422,120349,52388,125004,5269,548228,0.0,5269_20241231,1,1,0.17906958421373062,0.2541159617519608,<1bn
137922,N,11650.0,20241231,168804,187787,168804,KEEN BANK NATIONAL ASSN,24395,32014,0,20108,5270,131897,0.0,5270_20241231,1,1,0.11912039999052156,0.11912039999052156,<1bn
44384,NM,5958.0,20241231,49668,58415,49668,FIRST FINL BK IN WINNEBAGO,18120,5380,0,994,5278,37042,0.0,5278_20241231,1,1,0.02001288556011919,0.02001288556011919,<1bn
431262,N,77768.0,20241231,490862,564618,490862,WNB FINANCIAL N A,141271,60170,12996,44040,5280,337986,0.0,5280_20241231,1,1,0.08971971755809169,0.11619559061406261,<1bn
144820,NM,30916.0,20241231,186656,204929,186656,AMERICAN BANK OF BEAVER DAM,82711,42225,24306,31895,5283,81394,0.0,5283_20241231,1,1,0.17087583576204354,0.30109399108520485,<1bn
985221,N,74426.0,20241231,1319067,1576482,1319067,FIRST NATIONAL BANK&TRUST CO,397529,334200,81720,93397,5285,972037,15000.0,5285_20241231,1,1,0.070805349538727,0.1327582298700521,1-10bn
409860,NM,48227.0,20241231,537724,669668,537724,FORTIFI BANK,80210,174167,7667,48450,5286,512253,25896.0,5286_20241231,1,1,0.09010198540515209,0.1043602294113709,<1bn
334269,NM,49185.0,20241231,467748,558926,467748,PREMIERBANK,152734,133993,5734,26272,5295,341893,0.0,5295_20241231,1,1,0.056166995903777245,0.06842573351462754,<1bn
24357044,N,6387615.0,20241231,34897534,42965617,34897534,ASSOCIATED BANK NA,8330791,15467247,1000,997649,5296,30084362,5254658.0,5296_20241231,1,1,0.028587951228874798,0.028616606548760724,10-100bn
303724,NM,16782.0,20241231,343686,410416,343686,FORTE BANK,39504,40441,1994,56493,5297,290872,0.0,5297_20241231,1,1,0.16437387615439675,0.17017568361818636,<1bn
2511211,N,27927.0,20241231,3733905,4492896,3733905,BANK FIRST N A,333520,1232253,207216,259382,5304,3476105,20157.0,5304_20241231,1,1,0.06946668434253148,0.12496247226429168,1-10bn
472980,N,134047.0,20241231,575767,681150,575767,STEPHENSON NB&T,147978,103560,0,30090,5306,471637,4979.0,5306_20241231,1,1,0.0522607235218413,0.0522607235218413,<1bn
207975,N,26805.0,20241231,243580,281190,243580,PESHTIGO NATIONAL BANK,85369,36638,0,18311,5317,170892,2288.0,5317_20241231,1,1,0.07517448066343706,0.07517448066343706,<1bn
234598,SM,29420.0,20241231,556032,677302,556032,WOODTRUST BANK,161086,322028,97,158973,5335,345254,0.0,5335_20241231,1,1,0.28590620683701656,0.28608065722836096,<1bn
143928,SM,2269.0,20241231,198248,261996,198248,PILLAR BANK,84769,54468,0,13901,5336,146109,4500.0,5336_20241231,1,1,0.07011924458254308,0.07011924458254308,<1bn
171305,N,1000.0,20241231,233803,355951,233803,FIRST NB OF BANGOR,34819,63514,0,10079,5337,291785,0.0,5337_20241231,1,1,0.043108942143599525,0.043108942143599525,<1bn
187328,N,36705.0,20241231,285796,319595,285796,FIRST NATIONAL CMTY BANK,85773,99019,491,17115,5357,199188,10558.0,5357_20241231,1,1,0.059885372783383954,0.061603381432910186,<1bn
225017,N,71976.0,20241231,264582,319847,264582,FIRST NB OF RIVER FALLS,129777,39953,0,6560,5364,161966,0.0,5364_20241231,1,1,0.02479382573266511,0.02479382573266511,<1bn
84280,SM,11433.0,20241231,95649,124453,95649,WEST PLAINS BANK,38365,11617,3320,9798,5369,69050,0.0,5369_20241231,1,1,0.10243703541072045,0.13714727806877228,<1bn
98993,SM,3944.0,20241231,114533,134961,114533,FARMERS&MERCHANTS BK ASHLAND,10515,15750,0,8088,5377,105775,5961.0,5377_20241231,1,1,0.07061720202910951,0.07061720202910951,<1bn
22055,SM,0.0,20241231,23988,28022,23988,FIRST BANK OF BANCROFT,10624,2030,0,2047,5380,14684,2000.0,5380_20241231,1,1,0.08533433383358346,0.08533433383358346,<1bn
188243,SM,11084.0,20241231,233809,264888,233809,FIRST COMMUNITY BANK,35566,46272,13205,19037,5384,188520,25459.0,5384_20241231,1,1,0.08142116000667211,0.13789888327652058,<1bn
216637,NM,714.0,20241231,297631,367409,297631,WAYPOINT BANK,97324,81391,1467,10281,5394,236945,0.0,5394_20241231,1,1,0.03454277276224587,0.03947169481673616,<1bn
238618,NM,9.0,20241231,293922,328271,293922,CITY BANK&TRUST CO,16345,56137,14521,12992,5396,290329,53742.0,5396_20241231,1,1,0.04420220330563891,0.09360646702186294,<1bn
82300,NM,28.0,20241231,116482,134228,116482,F&M BANK,39517,34269,27831,28210,5401,63200,0.0,5401_20241231,1,1,0.24218334163218352,0.48111296165931217,<1bn
69937,SM,4974.0,20241231,79193,104071,79193,FIRST B&T OF FULLERTON,20721,9538,1430,6901,5405,69270,4947.0,5405_20241231,1,1,0.08714154028765168,0.1051986918035685,<1bn
40570,NM,153.0,20241231,51197,70684,51197,GENOA COMMUNITY BANK,14638,10742,0,1321,5408,49335,0.0,5408_20241231,1,1,0.02580229310311151,0.02580229310311151,<1bn
123813,N,99688.0,20241231,287571,333644,287571,FIRST NB OF GORDON,199117,164330,43366,10427,5410,114719,4001.0,5410_20241231,1,1,0.036258871722113846,0.1870598912964103,<1bn
1361883,NM,41855.0,20241231,1743206,2083076,1743206,SECURITY FIRST BANK,326940,384604,88558,359341,5415,1308985,257797.0,5415_20241231,1,1,0.20613800090178672,0.2569397994270327,1-10bn
66864,N,0.0,20241231,72967,90421,72967,FIRST NB OF JOHNSON,49149,6257,499,4231,5422,31579,0.0,5422_20241231,1,1,0.05798511655954061,0.06482382446859539,<1bn
181879,SM,14745.0,20241231,270948,318036,270948,SECURITY BANK,70180,89371,0,9037,5424,204105,15000.0,5424_20241231,1,1,0.033353263356806474,0.033353263356806474,<1bn
61455,NM,209.0,20241231,64997,79475,64997,LEGENDS WEST BANK,2321,3747,491,2268,5425,63990,0.0,5425_20241231,1,1,0.03489391818083912,0.0424481129898303,<1bn
308166,SM,0.0,20241231,352574,465405,352574,FIRST NORTHEAST BANK OF NE,231314,45116,8816,6028,5432,205253,56360.0,5432_20241231,1,1,0.017097120037212046,0.04210179990583537,<1bn
350843,SM,50392.0,20241231,476795,569885,476795,MNB BANK,169108,126845,28178,9468,5434,340885,0.0,5434_20241231,1,1,0.019857590788494008,0.0789563648947661,<1bn
62864,SM,2379.0,20241231,73900,96109,73900,FIRST BANK&TRUST CO,40492,11215,16509,3253,5438,49766,0.0,5438_20241231,1,1,0.04401894451962111,0.26741542625169146,<1bn
113046,NM,3022.0,20241231,142161,185003,142161,MINDEN EXCHANGE B&T CO,68185,29288,29183,13882,5439,93937,0.0,5439_20241231,1,1,0.0976498477078805,0.3029311836579653,<1bn
496171,SM,5434.0,20241231,636311,732894,636311,PLATTE VALLEY BANK,57818,142789,1815,29108,5442,618089,48213.0,5442_20241231,1,1,0.045744926616072955,0.04859730540568998,<1bn
18934473,N,3708806.0,20241231,26806146,31985717,26806146,FIRST NATIONAL BANK OF OMAHA,5328358,7944928,553312,2149119,5452,22004964,2648941.0,5452_20241231,1,1,0.08017262160700013,0.1008138581353694,10-100bn
111313,N,0.0,20241231,138467,154935,138467,FIRST NATIONAL BANK IN ORD,46350,27237,17978,19390,5460,86174,0.0,5460_20241231,1,1,0.14003336535058894,0.2698693551532134,<1bn
179697,NM,40841.0,20241231,185172,248634,185172,CITIZENS BANK&TRUST CO,80039,5740,0,5548,5469,152551,20961.0,5469_20241231,1,1,0.02996133324692718,0.02996133324692718,<1bn
